"employee_id","first_name","last_name","department_id","salary","sale_id","product_id","sale_customer_id","sale_date","quantity","unit_price","discount","total_sale","salesperson_id","region","product_name","category","product_price","stock_quantity","supplier_id","customer_id","customer_first_name","customer_last_name","email","phone","customer_city","customer_state","customer_country","order_id","order_date","shipping_date","status","total_amount","payment_method","billing_address","shipping_address","shipper_id"
105,"Aaron","Harper",8,"100828.00",60,27,37,"2024-06-18",13,"451.24","0.08","6818.37",105,"Iowa","traditional","Food","735.62",475,39,37,"Michael","Wood","hjohnson@gmail.com","001-023-366-8733","South Brandy","California","Rwanda",101,"2022-12-08","2024-03-16","Delivered","8026.65","Bank Transfer","0220 Guerrero Mission, Port Suzannechester, MD 91896","430 Nichole Drives Suite 536, Callahanton, TN 34536",3
169,"Kimberly","Delgado",5,"101166.00",62,81,12,"2023-10-01",14,"37.51","0.28","4538.42",169,"Michigan","personal","Electronics","929.66",391,19,12,"Andrea","Wood","kcruz@hawkins.net","001-721-063-2579x27812","Williamland","Idaho","Armenia",194,"2023-08-17","2024-04-27","Cancelled","9420.60","Bank Transfer","154 Stevens Throughway Apt. 564, Port Kellichester, IN 37153","7671 Kent Groves Suite 768, Gutierrezbury, IN 42085",14
33,"Ronald","Stewart",6,"50552.00",64,41,181,"2024-10-13",14,"304.80","0.03","4261.71",33,"Montana","administration","Clothing","156.03",891,2,181,"Ashley","Fowler","carrie38@hotmail.com","074.731.3161x93998","West Michellemouth","Alaska","Gabon",93,"2023-08-28","2024-10-31","Shipped","3395.79","Cash","49973 Rebecca Lane Suite 948, Rosemouth, IA 57281","525 Franco Mews, West Amyshire, SD 79149",18
33,"Ronald","Stewart",6,"50552.00",64,41,181,"2024-10-13",14,"304.80","0.03","4261.71",33,"Montana","administration","Clothing","156.03",891,2,181,"Ashley","Fowler","carrie38@hotmail.com","074.731.3161x93998","West Michellemouth","Alaska","Gabon",1,"2022-12-26","2023-06-16","Pending","7662.14","PayPal","USNS Reynolds, FPO AE 42633","540 William Crescent, New Brandon, AR 71383",22
177,"Lonnie","Perez",9,"88808.00",65,76,30,"2023-10-18",16,"149.35","0.27","1485.83",177,"Oklahoma","conference","Furniture","1298.44",800,31,30,"Brandon","Ruiz","elizabethgibbs@yahoo.com","+1-388-816-5837x09685","North Natasha","Washington","Myanmar",68,"2024-04-11","2024-01-24","Cancelled","6014.31","Bank Transfer","6332 Kelly Extensions Suite 091, Blackfurt, NE 93946","4730 John Lodge Suite 141, Lisaport, IA 12331",8
10,"Mitchell","Bryant",4,"101355.00",67,90,193,"2023-01-01",14,"261.94","0.22","9449.65",10,"Ohio","natural","Books","1073.82",982,1,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",83,"2023-07-08","2024-09-05","Shipped","2183.22","Credit Card","624 Stacy Trail Apt. 722, Matthewmouth, DE 17515","349 Kristen Meadow, Stevenfurt, OR 22462",18
10,"Mitchell","Bryant",4,"101355.00",67,90,193,"2023-01-01",14,"261.94","0.22","9449.65",10,"Ohio","natural","Books","1073.82",982,1,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",44,"2023-10-16","2023-10-28","Pending","2496.48","Credit Card","014 Carol Manor, Andreaport, AZ 89226","78694 James Extension Apt. 980, Port Jeffrey, IA 91261",27
10,"Mitchell","Bryant",4,"101355.00",67,90,193,"2023-01-01",14,"261.94","0.22","9449.65",10,"Ohio","natural","Books","1073.82",982,1,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",37,"2024-04-21","2024-10-13","Delivered","8269.99","Cash","Unit 6596 Box 8279, DPO AA 98457","57211 Pamela Roads Apt. 739, West Erictown, HI 76004",10
10,"Mitchell","Bryant",4,"101355.00",67,90,193,"2023-01-01",14,"261.94","0.22","9449.65",10,"Ohio","natural","Books","1073.82",982,1,193,"Steven","Garcia","maureen37@yahoo.com","001-371-172-9259x7743","West Heathertown","Delaware","Switzerland",25,"2023-11-28","2022-11-28","Pending","803.48","PayPal","84393 Darryl Stream, Lake Jonberg, NJ 83479","579 Jennings Plain, Port Jamieton, FL 46889",5
146,"Michael","Wright",5,"105270.00",69,39,105,"2024-04-01",2,"494.87","0.02","130.69",146,"Mississippi","fund","Clothing","170.30",727,37,105,"Megan","Garner","sharonhamilton@hotmail.com","796.506.3888x7410","New Tracey","Louisiana","Haiti",198,"2024-03-25","2023-04-25","Cancelled","5545.91","Bank Transfer","2363 Edwin Passage, North Morganton, AL 61821","Unit 3883 Box 6177, DPO AP 69531",9
146,"Michael","Wright",5,"105270.00",69,39,105,"2024-04-01",2,"494.87","0.02","130.69",146,"Mississippi","fund","Clothing","170.30",727,37,105,"Megan","Garner","sharonhamilton@hotmail.com","796.506.3888x7410","New Tracey","Louisiana","Haiti",54,"2023-11-16","2023-06-23","Shipped","5495.90","Bank Transfer","551 Julie Valley Apt. 780, Micheleview, MN 76253","57948 Anderson Hills, Williamston, OH 23593",9
155,"Carol","Brown",9,"115895.00",72,12,180,"2024-09-16",5,"30.66","0.22","2456.87",155,"Massachusetts","painting","Books","1035.78",599,16,180,"Christopher","Hill","christinabecker@yahoo.com","001-654-987-8158x227","Liuburgh","Washington","Comoros",113,"2023-03-30","2024-01-07","Delivered","1386.79","Bank Transfer","63906 Thomas Square, Joshuaview, KY 71172","05873 Corey River, South George, GA 00754",2
16,"Joel","Jones",6,"114838.00",74,25,30,"2024-06-01",3,"365.74","0.24","3088.85",16,"Idaho","trial","Food","192.32",853,37,30,"Brandon","Ruiz","elizabethgibbs@yahoo.com","+1-388-816-5837x09685","North Natasha","Washington","Myanmar",68,"2024-04-11","2024-01-24","Cancelled","6014.31","Bank Transfer","6332 Kelly Extensions Suite 091, Blackfurt, NE 93946","4730 John Lodge Suite 141, Lisaport, IA 12331",8
179,"Kyle","Page",8,"104556.00",75,64,164,"2023-02-07",15,"10.61","0.09","1177.77",179,"Alaska","decade","Furniture","319.52",637,5,164,"Adam","Williamson","cathy13@yahoo.com","+1-723-217-6994","Alexanderport","Rhode Island","San Marino",33,"2022-11-06","2022-11-08","Cancelled","3390.78","Cash","PSC 3105, Box 3828, APO AP 81332","91160 Cole Ridges, New Kendra, GA 93882",27
135,"Stephen","Acevedo",10,"104533.00",77,30,48,"2024-02-03",14,"415.56","0.07","1223.53",135,"Georgia","them","Electronics","669.64",254,25,48,"Alan","Wright","rodrigueztheresa@gmail.com","348-825-6750x6203","Deborahview","Texas","Cocos (Keeling) Islands",175,"2023-06-02","2024-04-08","Delivered","6454.74","Credit Card","PSC 5318, Box 4907, APO AE 00959","53817 Robert Roads, East Gregory, GA 15399",14
43,"Phillip","Powers",6,"88383.00",79,2,11,"2024-06-08",7,"96.98","0.12","9122.17",43,"New York","special","Books","50.50",305,18,11,"Kristin","Allen","mary81@gmail.com","4417360258","Curtisborough","Indiana","Myanmar",185,"2023-08-25","2023-12-12","Pending","3973.44","PayPal","0952 Ramirez Corner, Jeffreyton, RI 23362","205 Mitchell Road, Lake Frankchester, MA 51335",18
123,"Jason","Cordova",3,"70854.00",81,42,50,"2024-03-28",19,"484.85","0.05","3808.96",123,"Mississippi","want","Books","848.81",178,36,50,"Vanessa","Vazquez","jpineda@taylor-brown.com","2473257969","Lake Troyview","West Virginia","Senegal",130,"2023-07-18","2024-04-08","Shipped","9620.99","Cash","13209 Little Mews Suite 347, Michaelhaven, NC 41998","6696 Stephanie Trace Apt. 072, Adamberg, NY 44656",5
128,"John","Hines",9,"95736.00",82,99,11,"2024-08-17",13,"291.46","0.11","563.07",128,"Florida","member","Electronics","968.07",590,31,11,"Kristin","Allen","mary81@gmail.com","4417360258","Curtisborough","Indiana","Myanmar",185,"2023-08-25","2023-12-12","Pending","3973.44","PayPal","0952 Ramirez Corner, Jeffreyton, RI 23362","205 Mitchell Road, Lake Frankchester, MA 51335",18
57,"John","Livingston",3,"81709.00",83,18,73,"2023-07-21",6,"247.37","0.15","2779.90",57,"New York","they","Furniture","1346.50",611,11,73,"Anthony","Henry","austinandrea@hotmail.com","001-207-216-0572x1173","Copelandside","Mississippi","Kyrgyz Republic",171,"2024-09-09","2024-10-14","Pending","7121.99","Bank Transfer","0635 Connie Square, South Ashleystad, AR 55401","3298 Abigail Extension Suite 909, Port Sharonville, OK 05912",12
61,"Rhonda","Walters",8,"108091.00",84,94,15,"2023-05-27",10,"436.74","0.04","9609.43",61,"Alaska","better","Books","541.67",779,31,15,"Lauren","Ferrell","mariaday@yahoo.com","297.466.5603x28852","North Waynefort","Delaware","Botswana",178,"2023-04-21","2023-03-07","Shipped","3948.97","PayPal","1341 Frank Wall, Harrisport, DE 64895","1660 Bruce Passage Suite 934, West Briannaburgh, HI 63604",30
82,"William","Taylor",1,"72730.00",87,81,64,"2023-02-06",14,"469.38","0.15","458.92",82,"California","personal","Electronics","929.66",391,19,64,"Jeremy","Moore","nmedina@martinez-lawrence.net","001-806-307-6039x665","Garciashire","Florida","French Southern Territories",60,"2024-10-07","2024-04-22","Pending","8202.76","Credit Card","4311 Patrick Walks Apt. 517, Gardnerton, WY 85297","8380 Hunter Prairie Apt. 131, New Ashley, SD 55615",1
82,"William","Taylor",1,"72730.00",87,81,64,"2023-02-06",14,"469.38","0.15","458.92",82,"California","personal","Electronics","929.66",391,19,64,"Jeremy","Moore","nmedina@martinez-lawrence.net","001-806-307-6039x665","Garciashire","Florida","French Southern Territories",45,"2024-10-04","2024-07-14","Shipped","657.09","Credit Card","3644 Rodriguez Village Apt. 645, East Kimberlyfort, NV 86537","1550 Matthews Court, Levineside, SD 79321",3
61,"Rhonda","Walters",8,"108091.00",90,41,169,"2024-10-12",5,"273.08","0.25","8392.44",61,"California","administration","Clothing","156.03",891,2,169,"James","Gutierrez","joshuachen@dawson.biz","(265)449-2157","Coreyhaven","Virginia","Argentina",22,"2024-04-12","2023-04-22","Pending","4808.45","Credit Card","9406 Stone Ford Suite 091, Tiffanyview, NJ 31842","4456 Christine Fork Apt. 321, Leeview, MT 58557",30
181,"Patrick","Salazar",9,"87853.00",91,94,73,"2023-11-22",8,"200.06","0.08","6839.80",181,"Mississippi","better","Books","541.67",779,31,73,"Anthony","Henry","austinandrea@hotmail.com","001-207-216-0572x1173","Copelandside","Mississippi","Kyrgyz Republic",171,"2024-09-09","2024-10-14","Pending","7121.99","Bank Transfer","0635 Connie Square, South Ashleystad, AR 55401","3298 Abigail Extension Suite 909, Port Sharonville, OK 05912",12
173,"Joshua","Flores",3,"64526.00",94,35,80,"2023-04-19",18,"51.41","0.14","6090.73",173,"South Carolina","nearly","Food","248.43",177,28,80,"Lori","Rodriguez","ruthrose@gmail.com","743-532-0234x777","West Kyle","Montana","Bolivia",193,"2023-04-12","2023-11-02","Delivered","157.16","Credit Card","Unit 5261 Box 9779, DPO AE 27713","42414 Jennifer Lights Suite 009, South Mckenzie, MI 37861",24
197,"Dana","Elliott",3,"44252.00",96,16,71,"2023-11-19",17,"397.62","0.19","7383.66",197,"Louisiana","shake","Books","359.70",786,34,71,"Timothy","Wolfe","andrewcummings@gmail.com","756.334.7500x562","West Tracitown","Texas","Mauritius",69,"2024-07-05","2023-05-14","Cancelled","1732.11","Credit Card","Unit 4256 Box 6225, DPO AE 42858","22366 Davila Oval Suite 524, Hinesview, KS 07443",6
116,"Alan","Carpenter",9,"60586.00",97,18,12,"2023-12-03",14,"138.75","0.24","7158.02",116,"Alaska","they","Furniture","1346.50",611,11,12,"Andrea","Wood","kcruz@hawkins.net","001-721-063-2579x27812","Williamland","Idaho","Armenia",194,"2023-08-17","2024-04-27","Cancelled","9420.60","Bank Transfer","154 Stevens Throughway Apt. 564, Port Kellichester, IN 37153","7671 Kent Groves Suite 768, Gutierrezbury, IN 42085",14
154,"Rachel","Gonzales",7,"96076.00",99,21,155,"2023-05-16",6,"106.97","0.26","7188.84",154,"Arizona","word","Electronics","944.43",780,4,155,"Andrew","Foster","christineturner@hernandez.com","683-602-2813x2321","Thomasview","Louisiana","Marshall Islands",141,"2023-01-10","2023-04-04","Cancelled","5842.84","Bank Transfer","0807 Derek Mission, Jessicashire, LA 91117","43098 Jacob Passage, Holdenfort, AZ 92553",19
47,"Martha","Thompson",7,"94415.00",100,98,101,"2023-04-10",3,"241.05","0.07","3393.64",47,"Pennsylvania","mean","Food","801.88",338,33,101,"Janice","Grant","ktaylor@gmail.com","5865888669","Lake Virginiaport","Georgia","United Arab Emirates",40,"2023-04-01","2023-05-27","Shipped","1634.69","Bank Transfer","4001 Washington Way Suite 151, Juliefort, MS 80602","3938 Timothy Branch, East Tylerport, NV 92975",12
47,"Martha","Thompson",7,"94415.00",100,98,101,"2023-04-10",3,"241.05","0.07","3393.64",47,"Pennsylvania","mean","Food","801.88",338,33,101,"Janice","Grant","ktaylor@gmail.com","5865888669","Lake Virginiaport","Georgia","United Arab Emirates",10,"2023-01-13","2024-08-07","Cancelled","9073.57","Bank Transfer","766 Michelle Center, Jonesport, VT 92425","USNV Wall, FPO AE 83902",24
10,"Mitchell","Bryant",4,"101355.00",103,24,39,"2024-06-08",8,"7.94","0.26","628.52",10,"New York","air","Electronics","444.06",572,19,39,"Anna","Cabrera","pruittdavid@hotmail.com","+1-057-362-6142","East Edwardbury","Maine","Albania",149,"2023-09-02","2022-11-04","Pending","2711.17","Credit Card","55515 Sutton Skyway Apt. 937, South Jeffville, NY 32140","83108 Tammy Throughway Suite 063, North Christopher, UT 27003",8
109,"Heather","Johnson",4,"59755.00",104,9,200,"2023-04-04",4,"72.49","0.18","9872.92",109,"Mississippi","drop","Food","1473.17",73,10,200,"Sherry","Wise","annahernandez@gmail.com","956.738.3662","East Brandon","Wisconsin","Tunisia",29,"2024-06-18","2023-07-22","Cancelled","9619.85","Bank Transfer","75962 Kaufman Plain, Torreschester, NV 69376","486 David Divide Apt. 466, Zacharyton, WV 35240",20
113,"Sue","Murphy",3,"52859.00",105,17,198,"2024-01-05",11,"135.68","0.02","3706.34",113,"Alaska","source","Food","147.16",608,34,198,"Tina","Patrick","yacosta@smith.com","854.589.0834x88777","New Marissahaven","North Carolina","Lithuania",157,"2023-06-01","2024-08-19","Shipped","2997.07","PayPal","Unit 6752 Box 7367, DPO AE 26338","6642 Padilla Keys Suite 898, Medinaland, IL 26889",9
113,"Sue","Murphy",3,"52859.00",105,17,198,"2024-01-05",11,"135.68","0.02","3706.34",113,"Alaska","source","Food","147.16",608,34,198,"Tina","Patrick","yacosta@smith.com","854.589.0834x88777","New Marissahaven","North Carolina","Lithuania",3,"2024-07-04","2023-09-25","Cancelled","1916.21","Credit Card","0386 Joseph Skyway, Brandonhaven, MO 80972","228 Perez Club Apt. 531, Mosshaven, ME 61161",9
163,"Kevin","Perez",8,"57855.00",106,5,162,"2023-08-27",1,"475.78","0.15","5232.01",163,"Tennessee","couple","Electronics","1249.86",722,29,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",106,"2023-05-06","2023-08-29","Shipped","9484.67","Cash","3747 James Forks Apt. 542, New Jesusside, CO 18954","3184 Thomas Mountain Apt. 411, Jillmouth, PA 37743",14
163,"Kevin","Perez",8,"57855.00",106,5,162,"2023-08-27",1,"475.78","0.15","5232.01",163,"Tennessee","couple","Electronics","1249.86",722,29,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",96,"2023-07-21","2023-03-14","Shipped","8150.43","Bank Transfer","Unit 2506 Box 0874, DPO AA 91422","9982 Dawn Curve Apt. 300, North Melissatown, GA 59926",12
163,"Kevin","Perez",8,"57855.00",106,5,162,"2023-08-27",1,"475.78","0.15","5232.01",163,"Tennessee","couple","Electronics","1249.86",722,29,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",28,"2024-07-31","2023-01-22","Cancelled","3074.31","Bank Transfer","7140 Roach Drive, South Marthaborough, IL 24175","382 Matthew Cliffs Suite 207, West Stephenport, NC 99499",14
18,"Daisy","Espinoza",7,"102208.00",107,30,8,"2023-07-26",5,"274.17","0.18","1305.77",18,"Arkansas","them","Electronics","669.64",254,25,8,"Andrew","Sosa","michaelbrooks@gmail.com","(027)697-1407","Monroetown","Vermont","Finland",169,"2024-08-04","2023-05-29","Delivered","2095.56","Cash","27211 Darren Stream, Perkinsville, DE 45578","Unit 1412 Box 4109, DPO AE 17338",12
24,"Tiffany","Ward",4,"76417.00",108,44,182,"2023-08-02",18,"487.19","0.03","2212.73",24,"Kentucky","together","Food","524.34",159,31,182,"Tony","Stevens","melody69@mccullough.com","001-712-931-3500x08183","Lewisborough","North Carolina","Kuwait",122,"2024-09-18","2023-01-22","Pending","6722.25","Bank Transfer","68977 Dixon Locks, Kellyfurt, GA 32042","91667 Johnson Burgs Apt. 755, New Raymondstad, CA 58379",3
10,"Mitchell","Bryant",4,"101355.00",109,24,125,"2024-06-11",17,"398.50","0.05","50.53",10,"Oregon","air","Electronics","444.06",572,19,125,"Brandy","Schmidt","tbrooks@vance.com","(318)193-9521","Johnmouth","Hawaii","Saint Helena",188,"2022-12-01","2023-12-08","Pending","5703.39","PayPal","197 Garcia Grove, Nancyfurt, WY 55290","553 Williams Curve, Angelaland, WA 14545",7
50,"Scott","Williams",9,"81400.00",110,56,162,"2024-10-07",1,"267.79","0.28","5485.76",50,"Florida","goal","Food","1263.08",673,38,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",106,"2023-05-06","2023-08-29","Shipped","9484.67","Cash","3747 James Forks Apt. 542, New Jesusside, CO 18954","3184 Thomas Mountain Apt. 411, Jillmouth, PA 37743",14
50,"Scott","Williams",9,"81400.00",110,56,162,"2024-10-07",1,"267.79","0.28","5485.76",50,"Florida","goal","Food","1263.08",673,38,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",96,"2023-07-21","2023-03-14","Shipped","8150.43","Bank Transfer","Unit 2506 Box 0874, DPO AA 91422","9982 Dawn Curve Apt. 300, North Melissatown, GA 59926",12
50,"Scott","Williams",9,"81400.00",110,56,162,"2024-10-07",1,"267.79","0.28","5485.76",50,"Florida","goal","Food","1263.08",673,38,162,"Matthew","Carrillo","banksjulia@gmail.com","(353)729-9832","South Leviport","Washington","Hungary",28,"2024-07-31","2023-01-22","Cancelled","3074.31","Bank Transfer","7140 Roach Drive, South Marthaborough, IL 24175","382 Matthew Cliffs Suite 207, West Stephenport, NC 99499",14
117,"Carol","Shaw",3,"42302.00",111,9,20,"2024-02-06",14,"406.98","0.21","5899.35",117,"Oregon","drop","Food","1473.17",73,10,20,"Brandy","Salazar","thompsonamanda@lloyd.com","+1-750-783-1655x79659","New Stevenburgh","Georgia","Italy",26,"2022-12-02","2023-02-06","Delivered","5350.11","Cash","2399 Terrell Fork Suite 969, Karaport, MA 32188","975 Mary Key, East Rebecca, IL 46192",7
89,"Steven","Shaffer",8,"106774.00",113,45,73,"2024-07-01",3,"172.46","0.21","2057.67",89,"Ohio","eye","Books","550.51",602,22,73,"Anthony","Henry","austinandrea@hotmail.com","001-207-216-0572x1173","Copelandside","Mississippi","Kyrgyz Republic",171,"2024-09-09","2024-10-14","Pending","7121.99","Bank Transfer","0635 Connie Square, South Ashleystad, AR 55401","3298 Abigail Extension Suite 909, Port Sharonville, OK 05912",12
131,"Eric","Barton",3,"100706.00",114,33,81,"2022-11-22",15,"184.94","0.10","4650.20",131,"Connecticut","us","Books","1276.85",850,3,81,"Dana","Schmidt","margaret49@wilkins.biz","(011)099-3326","Stacystad","South Dakota","Honduras",73,"2023-04-26","2023-10-23","Shipped","7582.42","Credit Card","753 Debra Camp Suite 617, West Ronald, OR 86863","140 Espinoza Turnpike, Andrewview, PA 00571",13
98,"Dana","Henderson",6,"58286.00",115,60,12,"2024-05-21",18,"42.59","0.03","8280.66",98,"Virginia","most","Food","1489.09",86,31,12,"Andrea","Wood","kcruz@hawkins.net","001-721-063-2579x27812","Williamland","Idaho","Armenia",194,"2023-08-17","2024-04-27","Cancelled","9420.60","Bank Transfer","154 Stevens Throughway Apt. 564, Port Kellichester, IN 37153","7671 Kent Groves Suite 768, Gutierrezbury, IN 42085",14
184,"John","Castillo",5,"73368.00",116,13,182,"2023-02-05",7,"96.72","0.13","4888.73",184,"California","ball","Furniture","289.90",95,27,182,"Tony","Stevens","melody69@mccullough.com","001-712-931-3500x08183","Lewisborough","North Carolina","Kuwait",122,"2024-09-18","2023-01-22","Pending","6722.25","Bank Transfer","68977 Dixon Locks, Kellyfurt, GA 32042","91667 Johnson Burgs Apt. 755, New Raymondstad, CA 58379",3
10,"Mitchell","Bryant",4,"101355.00",117,97,142,"2023-11-15",16,"306.04","0.04","7823.88",10,"Minnesota","player","Electronics","1432.37",141,20,142,"Tracy","Campos","jeremiah95@medina-moreno.com","(423)312-2846","Susanchester","Vermont","Zimbabwe",97,"2024-06-23","2023-03-11","Cancelled","6087.75","Bank Transfer","214 Mendez Motorway, South Julia, TN 69118","072 Gill Viaduct Apt. 670, Kelleyfort, MO 93060",15
134,"Peter","Rogers",3,"55588.00",119,34,184,"2023-06-18",4,"499.26","0.03","7592.94",134,"Louisiana","discuss","Furniture","682.80",503,37,184,"Abigail","Mendoza","blankenshipdale@yahoo.com","(593)623-9502x01486","Cameronside","North Carolina","Brunei Darussalam",197,"2023-05-15","2024-10-20","Delivered","2763.79","Credit Card","40992 Hampton Fields, South Tammyshire, WV 15256","999 Bianca Divide Apt. 111, South Wendy, VT 87276",21
59,"Jose","Eaton",6,"105563.00",120,25,92,"2023-09-30",2,"166.78","0.15","5294.51",59,"Texas","trial","Food","192.32",853,37,92,"Bonnie","Reyes","natashaschmidt@gmail.com","(608)382-9437x652","North Theresatown","Arizona","French Polynesia",47,"2023-06-27","2024-08-07","Cancelled","805.59","Bank Transfer","92592 Hopkins Rapids, North Georgechester, WI 46026","0180 Victoria Unions, New Wandashire, DC 64529",28
188,"Robert","Brown",9,"107611.00",121,13,103,"2023-02-25",18,"84.12","0.21","2284.24",188,"Florida","ball","Furniture","289.90",95,27,103,"Samuel","Lin","mrodriguez@harris-wells.com","0727815683","Arnoldmouth","Rhode Island","Denmark",165,"2024-10-28","2023-04-25","Shipped","7150.03","Bank Transfer","13535 Claire Mews, Lewistown, KY 70371","610 Lisa Village, East Jeffrey, NH 33001",18
188,"Robert","Brown",9,"107611.00",121,13,103,"2023-02-25",18,"84.12","0.21","2284.24",188,"Florida","ball","Furniture","289.90",95,27,103,"Samuel","Lin","mrodriguez@harris-wells.com","0727815683","Arnoldmouth","Rhode Island","Denmark",95,"2024-03-17","2023-08-17","Cancelled","5493.99","Bank Transfer","40155 Jones Course, West Lindseyburgh, NM 18741","96812 Mckinney Landing, Kevinfurt, IA 73067",25
188,"Robert","Brown",9,"107611.00",121,13,103,"2023-02-25",18,"84.12","0.21","2284.24",188,"Florida","ball","Furniture","289.90",95,27,103,"Samuel","Lin","mrodriguez@harris-wells.com","0727815683","Arnoldmouth","Rhode Island","Denmark",4,"2022-11-21","2024-02-23","Delivered","8321.74","Credit Card","34285 Allison Trace Apt. 942, Lake Tracyview, AR 28873","PSC 4754, Box 1225, APO AP 78960",15
79,"Benjamin","Hubbard",3,"118199.00",122,85,78,"2023-04-11",20,"62.43","0.10","1735.58",79,"Delaware","full","Electronics","612.45",487,38,78,"Heather","Salazar","melissamorton@cook.org","895.270.4282","Port Francisco","North Dakota","Belize",148,"2023-01-05","2024-06-30","Cancelled","3692.89","Bank Transfer","349 Adams Lakes, Johnsonfurt, WV 35592","28658 Mary Ports, Scottbury, WA 06040",7
79,"Benjamin","Hubbard",3,"118199.00",122,85,78,"2023-04-11",20,"62.43","0.10","1735.58",79,"Delaware","full","Electronics","612.45",487,38,78,"Heather","Salazar","melissamorton@cook.org","895.270.4282","Port Francisco","North Dakota","Belize",129,"2024-02-14","2023-09-18","Shipped","9401.68","Cash","9165 Charles Islands, East Jeffreyville, PA 41525","76647 Johnson Estate Suite 597, Walshchester, ID 64065",23
79,"Benjamin","Hubbard",3,"118199.00",122,85,78,"2023-04-11",20,"62.43","0.10","1735.58",79,"Delaware","full","Electronics","612.45",487,38,78,"Heather","Salazar","melissamorton@cook.org","895.270.4282","Port Francisco","North Dakota","Belize",119,"2023-12-25","2023-07-26","Delivered","6936.17","Bank Transfer","54581 Adam Summit, Matthewborough, MA 95098","2097 Donna Course, New Tiffany, KY 13637",12
192,"Daniel","Powell",7,"107747.00",123,5,13,"2022-12-29",17,"351.02","0.17","3813.56",192,"Mississippi","couple","Electronics","1249.86",722,29,13,"Jeffery","Adams","marysmith@hotmail.com","+1-570-046-4161x3023","Anthonyton","Wyoming","El Salvador",147,"2024-03-05","2023-10-07","Shipped","2752.91","Bank Transfer","PSC 3651, Box 3116, APO AP 48400","0310 Graham Lights, West Bradleyton, LA 01687",22
192,"Daniel","Powell",7,"107747.00",123,5,13,"2022-12-29",17,"351.02","0.17","3813.56",192,"Mississippi","couple","Electronics","1249.86",722,29,13,"Jeffery","Adams","marysmith@hotmail.com","+1-570-046-4161x3023","Anthonyton","Wyoming","El Salvador",89,"2023-04-26","2024-01-11","Cancelled","5542.45","Cash","7148 Steven Crest Suite 093, Atkinschester, OK 42646","5113 Timothy Cape Apt. 490, Port Andreachester, MT 05187",22
192,"Daniel","Powell",7,"107747.00",123,5,13,"2022-12-29",17,"351.02","0.17","3813.56",192,"Mississippi","couple","Electronics","1249.86",722,29,13,"Jeffery","Adams","marysmith@hotmail.com","+1-570-046-4161x3023","Anthonyton","Wyoming","El Salvador",50,"2024-05-22","2023-01-10","Delivered","8380.69","PayPal","7750 Aguilar Pike Apt. 787, Suttonland, OH 40747","6909 Edward Plains Suite 266, Aaronbury, DC 95054",25
121,"Scott","Cortez",9,"117531.00",125,19,198,"2024-09-26",12,"411.37","0.02","882.05",121,"Alabama","agree","Furniture","248.54",393,1,198,"Tina","Patrick","yacosta@smith.com","854.589.0834x88777","New Marissahaven","North Carolina","Lithuania",157,"2023-06-01","2024-08-19","Shipped","2997.07","PayPal","Unit 6752 Box 7367, DPO AE 26338","6642 Padilla Keys Suite 898, Medinaland, IL 26889",9
121,"Scott","Cortez",9,"117531.00",125,19,198,"2024-09-26",12,"411.37","0.02","882.05",121,"Alabama","agree","Furniture","248.54",393,1,198,"Tina","Patrick","yacosta@smith.com","854.589.0834x88777","New Marissahaven","North Carolina","Lithuania",3,"2024-07-04","2023-09-25","Cancelled","1916.21","Credit Card","0386 Joseph Skyway, Brandonhaven, MO 80972","228 Perez Club Apt. 531, Mosshaven, ME 61161",9
38,"Richard","Peters",9,"73752.00",126,47,86,"2023-02-19",19,"391.24","0.05","8301.10",38,"Delaware","risk","Food","350.86",678,45,86,"Shirley","Mathis","jessica89@hotmail.com","001-956-086-9145x6078","Wellsberg","New Hampshire","Nigeria",139,"2023-05-05","2023-07-05","Pending","9080.89","Cash","937 Katherine Inlet Apt. 139, East Felicia, IA 44296","1404 Sutton Trace, Wheelerburgh, FL 38657",16
38,"Richard","Peters",9,"73752.00",126,47,86,"2023-02-19",19,"391.24","0.05","8301.10",38,"Delaware","risk","Food","350.86",678,45,86,"Shirley","Mathis","jessica89@hotmail.com","001-956-086-9145x6078","Wellsberg","New Hampshire","Nigeria",43,"2024-08-19","2024-05-19","Shipped","7019.16","Cash","Unit 8676 Box 0311, DPO AA 26855","29950 Jeffrey Forge, West Robert, MO 06449",23
